,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score,old_score
442,442,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which is the better option, NITK IT or NIT Nagpur CSE?",3,4,3/4,No,Followed,2019-06-17,https://www.quora.com/Which-is-the-better-option-NITK-IT-or-NIT-Nagpur-CSE,"As others have pointed out, indeed, NITK IT’s opportunities are on par with those of NITK CSE department’s. And given that NITK seems to have a better ranking, NITK IT might be a better option. ",0.54105,Positive,4.0821000000000005,0.04838709677419355,1,5.0,4.0821000000000005
443,443,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which is the better option, NITK IT or NIT Nagpur CSE?",3,4,3/4,No,Followed,2019-06-17,https://www.quora.com/Which-is-the-better-option-NITK-IT-or-NIT-Nagpur-CSE,Both branches are almost same and I would say according to NIRF ranking you should go with nitk. Thanks for reading. ,0.2202,Positive,3.4404,0.04838709677419355,1,4.4404,3.4404
444,444,National-Institute-of-Technology-Karnataka-Surathkal-3,What are the reactions after seeing the seat matrix of NITK Surathkal at JoSAA website especially the GEN-EWS seats?,20,1,20/1,Yes,Followed,2019-07-03,https://www.quora.com/What-are-the-reactions-after-seeing-the-seat-matrix-of-NITK-Surathkal-at-JoSAA-website-especially-the-GEN-EWS-seats,I don’t how the hell there are only 2 seats for ews Whereas there is 10%resevation I called the dean of nitk he said that there they are providing 10%seats for ews in nitk Even he was surprised when I said there are only 2 seats (gender neutral ) I guess there is a mistake in seat matrix(hope so) ,-0.7269,Negative,1.5462,0.3225806451612903,1,1.0,1.5462
445,445,National-Institute-of-Technology-Karnataka-Surathkal-3,Should I take new IIT ECE or NITK CSE?,5,2,5/2,No,Followed,2019-06-17,https://www.quora.com/Should-I-take-new-IIT-ECE-or-NITK-CSE,"If the choice was between medium IIT and IIITH, I would say take IIITH with eyes closed *. It's a class apart from everyone else . However NIT Kurukshetra isn't a reasonable choice compared to any IIT simply due to the IIT tag. And from what I have heard from students , NIT curriculum isn't comparable to top 5 IIITs . Even IIIT Guwahati: new college : has a very rigorous and demanding curriculum compared to NIT Silchar ( same state old NIT). Students of IIITG hardly have any time during semester , but NIT pace is much more relaxed. IIITG doesn't have any big fest , but NIT Silchar has mega even Continue ReadingIf the choice was between medium IIT and IIITH, I would say take IIITH with eyes closed *. It's a class apart from everyone else . However NIT Kurukshetra isn't a reasonable choice compared to any IIT simply due to the IIT tag. And from what I have heard from students , NIT curriculum isn't comparable to top 5 IIITs . Even IIIT Guwahati: new college : has a very rigorous and demanding curriculum compared to NIT Silchar ( same state old NIT). Students of IIITG hardly have any time during semester , but NIT pace is much more relaxed. IIITG doesn't have any big fest , but NIT Silchar has mega events. You decide which to choose , of course. IIITG has dedicated coding classes by a top notch Asst. Professor/ alumnus of IIITH on every Sunday for 3 hours . This is unheard of in NITS. Etc etc. So I think ( subject to your own decision of course ) that I would do as follows if I were in your place : If Advanced rank is not good , see if JEE Mains rank gives me IIITH/ IIITD/IIITA. (If I am a cat in coding , I wouldn't look beyond these top IIITs for CSE from JEE Mains perspective). If I am not a coding cat, then NITT/W for CSE due to impeccable pedigree. (If AIR permits of course, since these are top colleges from JEE Mains) . And if coding talent is not identified in school days due to lack of special interest in CS( which happens even to a lot of top rankers), NITT /W/S etc are any day better for the non-coding CSE student than the top IIITs which are more hardcore in nature for CSE. (* A person not having interest in coding would be lost in IIITH. Not necessarily a desirable thing. So if I would avoid IIITH and choose an IIT of low rank or an NIT of top rank , no one would blame me. My career would still be ok. Though Google Mountain View would never happen of course. )Now to your main question. I would take ECE in new IIT , try for branch change ( which would be far less competitive than in old IIT) , and even if I don't get branch change , I would develop my coding skills every day and night. I would focus on being the best coder in ECE in New IIT , and I know that that is enough for a bright future.Best of luck, may God be with you always my friend . You are among the lucky few of India . Enjoy this moment ! ",0.07282121212121213,Positive,3.1456424242424244,0.08064516129032258,1,4.145642424242425,3.1456424242424244
446,446,National-Institute-of-Technology-Karnataka-Surathkal-3,Should I take new IIT ECE or NITK CSE?,5,2,5/2,No,Followed,2019-06-17,https://www.quora.com/Should-I-take-new-IIT-ECE-or-NITK-CSE,"Depends which IIT ECE. Scenario 1- Old IIT ECE vs NIT K CSE--Prefer old IIT ECE. 2008 IIT ECE/IIT BHU ECE vs NIT K CSE-Tough choice. But, I will say 2008 ece. (it's a tough one for me) 2015 IIT/ISM dhanbad ece vs NIT K cse -NIT K Cse, anyday. ",-0.0256,Neutral,2.9488000000000003,0.08064516129032258,1,2.9488000000000003,2.9488000000000003
447,447,National-Institute-of-Technology-Karnataka-Surathkal-3,Which is better chemical at NIT Bhopal or biotech at Warangal or mining at Surathkal?,0,1,0/1,No,Requested,2019-06-16,https://www.quora.com/Which-is-better-chemical-at-NIT-Bhopal-or-biotech-at-Warangal-or-mining-at-Surathkal,"It depends on your choice. If you are interested in chemical engineering then you can go for nit bhopal. It is a very good branch although manit has a few good teachers in this department but your interest will help you to overcome every problem. In my view, compromising branch over college is not a good decision. ",0.21350000000000002,Positive,3.427,0.0,0,3.427,3.427
448,448,National-Institute-of-Technology-Karnataka-Surathkal-3,Should I choose NITK or DTU for mechanical engineering?,2,1,2/1,No,Followed,2019-06-16,https://www.quora.com/Should-I-choose-NITK-or-DTU-for-mechanical-engineering,Both are equally good. As far as the national rankings for past few years compared. But NIT-K has its own advantage of good cosmopolitan culture as well as stay in clean and green campus. NIT-K would have had an upper hand had it been any branch other than mechanical when compared with DTU. However final decision may be taken based on familiarity/proximity to native place ,0.36904000000000003,Positive,3.73808,0.03225806451612903,1,4.73808,3.73808
449,449,National-Institute-of-Technology-Karnataka-Surathkal-3,Can we change our stream and college (better NIT) once we enter a low standard NIT and perform exceptionally well in a lower stream?,1,2,1/2,No,Followed,2019-06-16,https://www.quora.com/Can-we-change-our-stream-and-college-better-NIT-once-we-enter-a-low-standard-NIT-and-perform-exceptionally-well-in-a-lower-stream,"If your cgpa is good in first year ur stream can be changed within the same nit but u can, t better nit. ",0.7003,Positive,4.4006,0.016129032258064516,0,4.4006,4.4006
450,450,National-Institute-of-Technology-Karnataka-Surathkal-3,Can we change our stream and college (better NIT) once we enter a low standard NIT and perform exceptionally well in a lower stream?,1,2,1/2,No,Followed,2019-06-16,https://www.quora.com/Can-we-change-our-stream-and-college-better-NIT-once-we-enter-a-low-standard-NIT-and-perform-exceptionally-well-in-a-lower-stream,U can change Ur branch but not the college. ,0.0,Neutral,3.0,0.016129032258064516,0,3.0,3.0
451,451,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which one should I choose, information technology at NIT Surathkal or metallurgical and material science at IIT Kharagpur?",5,1,5/1,Yes,Followed,2019-06-16,https://www.quora.com/Which-one-should-I-choose-information-technology-at-NIT-Surathkal-or-metallurgical-and-material-science-at-IIT-Kharagpur,"It all depends on what are your interests. Don't choose a college just for it's campus or according to the so called ranking of different branches. Because in the end it is you who has to study and work in that branch. I too had first taken chemical in NIT Warangal but in the first weak itself i realised that i am not made for chemical and hence filled the spot round form and luckily got EEE in NITK surathkal. So it's up to you that what are you interested in and what you can study. It doesn't matter that which one you choose among the two in terms of campus, ranking etc but do consider your interest in the subject . You will only be staying for 4 years in the campus but your branch will be with you for the rest of your life if you pursue an engineering career. ",0.20179999999999998,Positive,3.4036,0.08064516129032258,1,4.4036,3.4036
452,452,National-Institute-of-Technology-Karnataka-Surathkal-3,Is mechanical engineering at NITK good in terms of curriculum and package?,4,1,4/1,Yes,Followed,2019-06-15,https://www.quora.com/Is-mechanical-engineering-at-NITK-good-in-terms-of-curriculum-and-package,"Hello I am a second year student at nitk in Mechanical . I have heard from my seniors and many professors that Curriculum : it is hactic a little, but this curriculum is the best. Placements : placement wise it is top nit in mechanical stream. The average package of nitk mechanical is 9 lpa. After joining it, you will feel that this is the best. I also had this doubt while joining nitk, but when i joined it…………it was cleared. It is awesome institute. All the best. ",0.39869999999999994,Positive,3.7973999999999997,0.06451612903225806,1,4.7974,3.7973999999999997
453,453,National-Institute-of-Technology-Karnataka-Surathkal-3,I have 97.6 percentile in JEE Mains 2019. Can I get metallurgy in NIT Surathkal?,2,1,2/1,No,Followed,2019-06-15,https://www.quora.com/I-have-97-6-percentile-in-JEE-Mains-2019-Can-I-get-metallurgy-in-NIT-Surathkal,As you have not mentioned anything.I assume that you are a general category male belonging to any other state other than Karnataka .so there is a fair chance to get metallurgy over there but you can get mining with ease. Also if you are from Karnataka you can avail up to civil. ,0.32985,Positive,3.6597,0.03225806451612903,1,4.6597,3.6597
454,454,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which is better, NIT Surathkal or NIT Calicut?",4,2,4/2,No,Followed,2019-07-28,https://www.quora.com/Which-is-better-NIT-Surathkal-or-NIT-Calicut,Hi! So if you strictly go by the NIRF Ranking then obviously NIT Surathkal is better than NIT Calicut. But remember the NIRF Ranking looks into many different aspects most of which isn't important to us. Basically it depends on what aspect you intend. Like NIT is NIT! The tag is set. So it actually depends on your priority. For example the branch- NITC CS is the best as of now. Also if you see the graduation opportunity almost 97% of NITC students get placements each year while it is almost 83% in NIT Surathkal. So on this aspect NITC is better than NIT Surathkal. So basically it depends on your a Continue ReadingHi! So if you strictly go by the NIRF Ranking then obviously NIT Surathkal is better than NIT Calicut. But remember the NIRF Ranking looks into many different aspects most of which isn't important to us. Basically it depends on what aspect you intend. Like NIT is NIT! The tag is set. So it actually depends on your priority. For example the branch- NITC CS is the best as of now. Also if you see the graduation opportunity almost 97% of NITC students get placements each year while it is almost 83% in NIT Surathkal. So on this aspect NITC is better than NIT Surathkal. So basically it depends on your aspect! All the best! ,0.2245818181818182,Positive,3.4491636363636364,0.06451612903225806,1,4.449163636363636,3.4491636363636364
455,455,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which is better, NIT Surathkal or NIT Calicut?",4,2,4/2,No,Followed,2019-07-28,https://www.quora.com/Which-is-better-NIT-Surathkal-or-NIT-Calicut,"It depends on one's priority and what you are looking for. According to NIRF ranking 2020 NITK Surathkal and NIT Calicut have secured 13th and 23rd rank respectively among engineering colleges. Therefore, overall I would say NITK SURATHKAL. Thanks! ",0.279375,Positive,3.55875,0.06451612903225806,1,4.55875,3.55875
456,456,National-Institute-of-Technology-Karnataka-Surathkal-3,What are the rules of branch change in NIT Surathkal?,3,1,3/1,No,Followed,2019-09-04,https://www.quora.com/What-are-the-rules-of-branch-change-in-NIT-Surathkal,"Ensure that you have a high CGPA. Branch change requests are honoured in decreasing order of CGPA with higher CGPA getting more priority.There should be a vacant seat in the branch you want in the same category as you are in. (Example : if there is a vacant seat in general category in branch X, then a student in general category from branch Y can shift his/her branch to branch X)Suppose there is a guy with a CGPA of X and he has applied for a branch change from branch A to branch B. If branch B has no vacancies, then no person with CGPA less than X will receive a branch change, irrespective of the branch he is applying to or currently in. (Say if you are in Mech and want a branch change to CS and you are a 10 pointer, if CS has no vacancies, then no one that year will get a branch change even if someone wants some other branch like EC)Also, a person from general category can only get branch change to a vacant seat in general category. However an OBC/SC/ST person can get branch change to the vacant general category seat.",0.04071666666666666,Neutral,3.0814333333333335,0.04838709677419355,1,3.0814333333333335,3.0814333333333335
457,457,National-Institute-of-Technology-Karnataka-Surathkal-3,"What should I prefer, NIT Allahabad Civil vs NIT Warangal vs NIT Surathkal considering campus, placement, facilities and studies?",4,2,4/2,No,Followed,2019-06-15,https://www.quora.com/What-should-I-prefer-NIT-Allahabad-Civil-vs-NIT-Warangal-vs-NIT-Surathkal-considering-campus-placement-facilities-and-studies,"According to me, if we talk about infrastructure then NIT Surathkal and NIT Warangal are best, but it doesn’t mean that MNNIT is not good in infrastructure, it is good, as for me. If we talk about Ranking then also MNNIT has a lower ranking as compared to NIT Surathkal and NIT Warangal. And the most important thing i.e, the placement, it all depends on the student what's your performance in your class, college activities, etc. But after comparing the placement of all, there is a small difference between all of them in their average packages and highest packages. Civil branch's placement from MNNIT Continue ReadingAccording to me, if we talk about infrastructure then NIT Surathkal and NIT Warangal are best, but it doesn’t mean that MNNIT is not good in infrastructure, it is good, as for me. If we talk about Ranking then also MNNIT has a lower ranking as compared to NIT Surathkal and NIT Warangal. And the most important thing i.e, the placement, it all depends on the student what's your performance in your class, college activities, etc. But after comparing the placement of all, there is a small difference between all of them in their average packages and highest packages. Civil branch's placement from MNNIT is not much more differ as compared to both NIT Surathkal and Warangal. If we compare last year’s placements of all these NIT's there will be a little bit difference not much more. Now, it is up to you which college you prefer for your dream. I suggest, you should choose the nearest NIT from your hometown. Maybe it helps you to choose one of the best. ",0.15493076923076923,Positive,3.3098615384615386,0.06451612903225806,1,4.309861538461538,3.3098615384615386
458,458,National-Institute-of-Technology-Karnataka-Surathkal-3,"What should I prefer, NIT Allahabad Civil vs NIT Warangal vs NIT Surathkal considering campus, placement, facilities and studies?",4,2,4/2,No,Followed,2019-06-15,https://www.quora.com/What-should-I-prefer-NIT-Allahabad-Civil-vs-NIT-Warangal-vs-NIT-Surathkal-considering-campus-placement-facilities-and-studies,Follow this order for civil branch : Nit surathkal >=Nit Warangal >Nit Allahbad.. ,0.0,Neutral,3.0,0.06451612903225806,1,3.0,3.0
459,459,National-Institute-of-Technology-Karnataka-Surathkal-3,"What is the number of students per section in NIT Surathkal, mechanical engineering?",1,1,1/1,No,Followed,2019-06-14,https://www.quora.com/What-is-the-number-of-students-per-section-in-NIT-Surathkal-mechanical-engineering,NIT Surathkal has about 120 students in its mechanical department But I would highly recommend avoiding this department because of Extremely sadistic profs(Mech dept is known for that)Incompetency of the profs(You’ll know once you enter the dept)Lack of opportunities as most core companies make you do excel work and most student change field within 2 years of graduationCurriculum full of rote learning and bookish knowledgeAbility to get better opportunities in alternative branches like EEE for MSOutdated curriculum( No one in Mechanical except people in BAJA/FSAE know design,0.9457,Positive,4.8914,0.016129032258064516,0,4.8914,4.8914
460,460,National-Institute-of-Technology-Karnataka-Surathkal-3,Which B.Tech course is the best at NIT Surathkal?,2,1,2/1,No,Followed,2019-06-14,https://www.quora.com/Which-B-Tech-course-is-the-best-at-NIT-Surathkal,It only hype regarding nit surathkal high ranking no such thing is there cse is the best branch these days join any old nits ,0.6369,Positive,4.2738,0.03225806451612903,1,5.0,4.2738
461,461,National-Institute-of-Technology-Karnataka-Surathkal-3,Does NIT Surathkal offer a minor program from the 2019 batch onwards?,9,2,9/2,Yes,Followed,2019-12-21,https://www.quora.com/Does-NIT-Surathkal-offer-a-minor-program-from-the-2019-batch-onwards,"Yes NIT Surathkal offers minor program from 2018 batch onwards. Minor at NITK a) A student in a particular discipline can take additional specified courses totaling 15 to 20 credits in other disciplines. If he/she gets a GPA of 7.0 in these courses, then it will find a mention in their grade cards and degree certificate. b) A student can opt for Minors in Third Semester and register for Minor Courses from Third to Eighth Semesters. Students who have cleared all the courses of first and second semester in first attempt and have obtained a CGPA of 7.0 and above are eligible to register for minor cou Continue ReadingYes NIT Surathkal offers minor program from 2018 batch onwards. Minor at NITK a) A student in a particular discipline can take additional specified courses totaling 15 to 20 credits in other disciplines. If he/she gets a GPA of 7.0 in these courses, then it will find a mention in their grade cards and degree certificate. b) A student can opt for Minors in Third Semester and register for Minor Courses from Third to Eighth Semesters. Students who have cleared all the courses of first and second semester in first attempt and have obtained a CGPA of 7.0 and above are eligible to register for minor courses. c) Allotment of minor will be based on merit list prepared on the basis of CGPA at the end of second semester. d) In case a student does not get a CGPA of 7.0 in minor courses, then these courses can be counted towards their elective credit requirement. It is best thing done by college for the students having interest in any branch other then his major branch. Subjects in Minor Computer Science Engineering CS202 Data Structures and Algorithms (3-1-0) 4CS251 Database Systems (3-1-0) 4CS252 Operating Systems (3-1-0) 4CS300 Software Engineering (3-1-0) 4CS351 Machine Learning (3-1-0) 4Information Technology IT210 Data Structures and Algorithms (3-0-2) 4IT252 Database Systems (3-0-2) 4IT254 Web Technologies and Applications (3-0-2) 4IT301 Parallel Computing (3-0-2) 4IT350 Data Analytics (3-0-2) 4Management SM722 Marketing Management (3-0-0) 3SM723 Entrepreneurship (3-0-0) 3SM725 Financial Management (3-0-0) 3SM726 Human Resource Management (3-0-0) 3SM727 Business Analytics and Decision Making (3-0-0) 3Electronics and Communication Engineering EC391 Signals and Systems (3-0-0) 3EC392 Digital Electronics (3-0-0) 3EC393 Analog Electronics (3-0-0) 3EC394 Communication Systems (3-0-0) 3EC395 Data Communication and Networks(3-0-0) 3There are 10 more subjects like ME,EE,CH,CV,Chemistry,Physics,Mining,MME etc.But these 4 were demanding and had some cutoffs. Last year cuttoffs CSE - 8.5 IT -7.9 Management - 7.6 ECE - 7.2 For rest of the subjects minimum GPA to get minor that is 7. There are total 60 seats for each minor subject. One person can choose only one minor program. Degree certificate will carry a mention of Minor in addition to B. Tech. Degree and academic transcripts showing separate GPA out of minor set and CGPA for the B. Tech. Degree. (Here a candidate is supposed to secure minimum GPA of 7 in five minor courses). Failing to meet minimum GPA requirement of 7 in Minor , the opted courses will be treated as elective courses and it may lead to over exceeding the minimum credit requirement of a particular B. Tech. Program. However, in such cases, students will not be eligible to secure Minor degree. This is all I know about Minor program at NITK. Hope it was helpful. I have IT minor. ",0.15515517241379312,Positive,3.3103103448275863,0.14516129032258066,1,4.310310344827586,3.3103103448275863
462,462,National-Institute-of-Technology-Karnataka-Surathkal-3,Does NIT Surathkal offer a minor program from the 2019 batch onwards?,9,2,9/2,Yes,Followed,2019-12-21,https://www.quora.com/Does-NIT-Surathkal-offer-a-minor-program-from-the-2019-batch-onwards,Dear See syllabus NITK web site Prof DVREDDY ,0.3818,Positive,3.7636,0.14516129032258066,1,4.7636,3.7636
463,463,National-Institute-of-Technology-Karnataka-Surathkal-3,Should I choose IIT Ropar or NIT Warangal/Surathkal for a B.Tech in mechanical?,2,1,2/1,No,Followed,2019-06-14,https://www.quora.com/Should-I-choose-IIT-Ropar-or-NIT-Warangal-Surathkal-for-a-B-Tech-in-mechanical,Try to get CSE of other colleges instead of mechanical. Your future will be better. ,0.2202,Positive,3.4404,0.03225806451612903,1,4.4404,3.4404
464,464,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which should I choose, EEE in NIT Surathkal, ECE in IIIT Bangalore, or CS in RVC?",4,2,4/2,No,Followed,2019-06-13,https://www.quora.com/Which-should-I-choose-EEE-in-NIT-Surathkal-ECE-in-IIIT-Bangalore-or-CS-in-RVC,"This situation is prevalent for the students who scored ~10K rank in Mains and <=100 rank in KCET. I had the exact same options and I understand how nerve-racking it may be to choose between these three amazing colleges, so let me try to simplify a little bit. It all depends on you. If you are a resident of Bangalore, and don’t want to go to hostel, RV is the one for you. It is a well-reputed college and the fact that you got CSE (hotly contested,ay?) means that you are in safe hands; the professors are great(At least that’s what I heard) and so is the college; you will enjoy the indoor basketbal Continue ReadingThis situation is prevalent for the students who scored ~10K rank in Mains and <=100 rank in KCET. I had the exact same options and I understand how nerve-racking it may be to choose between these three amazing colleges, so let me try to simplify a little bit. It all depends on you. If you are a resident of Bangalore, and don’t want to go to hostel, RV is the one for you. It is a well-reputed college and the fact that you got CSE (hotly contested,ay?) means that you are in safe hands; the professors are great(At least that’s what I heard) and so is the college; you will enjoy the indoor basketball court if that’s your thing, while being surrounded by (mostly) like-minded individuals who aced KCET. But, bear in mind a few things. RV may not be how that one uncle on the street told you it will be. Don’t get me wrong, I have nothing against RV; it was indeed my dream college for many years. I’m talking about Management Quota. No matter what the college may proclaim, Management seats are sold like hot cakes(because it’s RV(read: aaarvee). This very popularity and cult following leads to its downfall. If you are ready for hostel, all three look promising,right? Let’s explore: If you want to do Computer Science and Computer Science ONLY, then don’t think that RV is your only option. IIIT-B’s first TWO YEARS has predominantly common syllabus for both; CSE and ECE(in iMtech). We sit together and learn programming and computer architecture. You also can do branch change by getting on the Dean’s Merit List. No reserved seats here for branch change. Your performance alone speaks volumes here. NIT-K EEE is also no doubt a great choice, but if you don’t want to do anything apart from CSE/IT, branch change is a big risk. You see, branch change follows a few rules, like- Your current branch strength must not decrease by more than 10%Your future branch strength must not increase by more than 10%Category-wise allotment of seats takes place, similar to JoSAA.Also, number of free seats are very low, and reservation makes it lower still. Look, I am not condemning reservation(in fact, it is good, but it is sadly misused-hence the conflicts) or anything, I’m just saying it’s much much harder to do Branch Change in NIT-K. If you are interested in Higher Studies: IIIT-B is the clear winner here. We have a superb iMtech program here, where you get two degrees(B.Tech and M.Tech) in the space of 5 years, instead of 6(4-B.Tech+2-M.Tech). In other colleges, you would have triple tension: Studying to maintain a good CGPAStudying PlacementsStudying for GATE(another JEE in itself(we don’t need reminding how competitive JEE is))Also, after you complete your four years, you face a very difficult trade-off: Job or higher studies? IIIT-B kills two birds with one stone; you get two degrees AND no need to apply for GATE. What I would suggest is not to think about “wasting an extra year studying instead of working” but how you can learn more in less time. The former opinion is held by a surprising number of people, who don’t seem to realise that a college is more than just placements. Which brings us to our next topic: Placements. I’ll let the numbers do the talking. Placement Statistics-IIITB R V College of Engineering-RVCE The EEE placements are notoriously hard to find, but I can tell some approximate numbers that I found after comparing statistics from other Core Branches(e.g Chemical) and answers on Quora, Shiksha etc. Placement % =~95 Average salary package = ~9,00,000 INR Here also, IIITB has the upper hand. It’s location plays a major role. Bangalore is a major IT hub and electronics city is the prime location. With Infosys (literally) a stone’s throw away and numerous other companies very close by, IIIT-B has become a big shot in industry. Also helping it is the fact that there is no reservation/management quota, so everyone is on the same learning curve. What I think is the most important parameter here, is next: Learning Outcomes. The curriculum and electives at IIIT-B is undoubtedly the best. Not many colleges recognise the interdependence of ECE and CSE , like IIIT-B does. As an ECE student, you become not the jack of all trades, but the master of all trades. You learn both concepts; CSE and ECE. And the quality of faculty needs no explaining. Have a look at it yourself: Faculty(IIITB) The labs are well-equipped and the library is excellent. You are taken care of, academically. While NITK has professors like IR Rao, you just can’t argue with the overall quality of faculty at IIIT-B. Hostels: You will stay here for the next 4(or 5) years. Having seen NIT-K and RVCE hostels and having lived in IIIT-B hostels, IIIT-B hostels are far better than the other two. Age is the reason for this, although all the facilities exist in all three colleges, they are better maintained in IIIT-B. Age has taken its toll on the other two. Also, the prime location of IIIT-B means that everything is just a stone’s throw away(not just Infosys). Verdict: It’s pretty clear. According to me, IIIT-B is the better option for you. It wins on almost all parameters listed above. But then again, you are joining a college, not me. So, here’s what I suggest you to do. Make an excel sheet and list out all the colleges you can joinDo your research. Intensive research. Know every detail about each college.List out all the parameters you feel are important. Not just campus size or highest placement package. Step out of that narrow mindset. Campus is not everything(Although all colleges have great campuses) and you will get highest salary package if and only if you work hard, not just because your college has a high number in that regard.People on the street must not have a high importance (although all three colleges are good, peoples’ eyes will pop out when you say you got RV). You do your research and you decide.You should have at least 15–20 parameters. Then, score them in an unbiased manner out of 10(say.)Choose the college with a higher number, and feel convinced with your choice. After all, you are studying, not anyone else.That’s how I joined here, in the amazing IIIT-B. If you do join here, be assured that there is no ragging, seniors are very helpful and kind. You will love it. If you have any doubts, DM me. I will try to help out :) Vijay, came to IIIT-B by choice, not by chance. ",0.1986851351351352,Positive,3.3973702702702706,0.06451612903225806,1,4.397370270270271,3.3973702702702706
465,465,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which should I choose, EEE in NIT Surathkal, ECE in IIIT Bangalore, or CS in RVC?",4,2,4/2,No,Followed,2019-06-13,https://www.quora.com/Which-should-I-choose-EEE-in-NIT-Surathkal-ECE-in-IIIT-Bangalore-or-CS-in-RVC,"I had almost similar options last year. Though I got ECE in NITK in the last round. I chose ECE in IIITB because of curriculum , location and faculty. Contact me if you have anymore doubts :) . ",0.050575,Positive,3.10115,0.06451612903225806,1,4.1011500000000005,3.10115
466,466,National-Institute-of-Technology-Karnataka-Surathkal-3,How many NITs are in India today?,3,1,3/1,No,Followed,2019-06-12,https://www.quora.com/How-many-NITs-are-in-India-today,"These are not a Question for asking,that is directly search on Google u will get the ans btw 31 NIT and 23 IIT in India . ",0.0,Neutral,3.0,0.04838709677419355,1,3.0,3.0
467,467,National-Institute-of-Technology-Karnataka-Surathkal-3,Do professors of mechanical engineering department in NITK Surathkal give project works during the semester vacation?,3,1,3/1,No,Followed,2019-06-11,https://www.quora.com/Do-professors-of-mechanical-engineering-department-in-NITK-Surathkal-give-project-works-during-the-semester-vacation,"I don't think that I was given any project work during semester vacations during my time at NIT Surathkal. However, for my final project, I did some background research on my own during my semester vacations as I wanted to be done with this as soon as possible. P.S: I took courses of almost all fearsome profs (Popular belief) of Mechanical Dept. at NIT Surathkal. ",0.0243,Neutral,3.0486,0.04838709677419355,1,3.0486,3.0486
468,468,National-Institute-of-Technology-Karnataka-Surathkal-3,What is the specifications of the computers in CCC of NITK? Do they have graphic cards?,2,1,2/1,No,Followed,2019-06-10,https://www.quora.com/What-is-the-specifications-of-the-computers-in-CCC-of-NITK-Do-they-have-graphic-cards,"I'm pretty certain multiple gaming competitions were held at CCC every year. So, they are capable enough to handle few games like DotA. However, I don't think they will let you install whatever you want on CCC systems but, I'm sure you will find ways around it if you intend to do it anyway. ",0.5834,Positive,4.1668,0.03225806451612903,1,5.0,4.1668
469,469,National-Institute-of-Technology-Karnataka-Surathkal-3,Should I opt for MNIT Jaipur for CSE or NIT Surathkal for IT? Jaipur is close to my hometown.,2,3,2/3,No,Followed,2019-06-17,https://www.quora.com/Should-I-opt-for-MNIT-Jaipur-for-CSE-or-NIT-Surathkal-for-IT-Jaipur-is-close-to-my-hometown,"See i don’t have much idea about IT at NITK so my answer revolves around CSE of MNIT. 1)Placements-Placements that CSE guys get are lucrative. 2)Coding Culture -Here you will get disappointment but do not worry there are many online resources to learn from. 3)Location-NITJ’s loacation is awesome dude. You will experience the same if you join NITJ. As Jaipur is close to your hometown and NITJ CSE is one of the best CSE among NITs so you won’t regret if you join the same. Edit-If you have any other specific doubt,feel free to ask in comments below. ",0.3126285714285714,Positive,3.625257142857143,0.03225806451612903,1,4.6252571428571425,3.625257142857143
470,470,National-Institute-of-Technology-Karnataka-Surathkal-3,Should I opt for MNIT Jaipur for CSE or NIT Surathkal for IT? Jaipur is close to my hometown.,2,3,2/3,No,Followed,2019-06-17,https://www.quora.com/Should-I-opt-for-MNIT-Jaipur-for-CSE-or-NIT-Surathkal-for-IT-Jaipur-is-close-to-my-hometown,Go for MNIT ,0.0,Neutral,3.0,0.03225806451612903,1,3.0,3.0
471,471,National-Institute-of-Technology-Karnataka-Surathkal-3,Should I opt for MNIT Jaipur for CSE or NIT Surathkal for IT? Jaipur is close to my hometown.,2,3,2/3,No,Followed,2019-06-17,https://www.quora.com/Should-I-opt-for-MNIT-Jaipur-for-CSE-or-NIT-Surathkal-for-IT-Jaipur-is-close-to-my-hometown,Opt for MNIT Jaipur. Pros:Close to your home.Better Infrastructure.Cons:MNIT is Expensive. ,0.0,Neutral,3.0,0.03225806451612903,1,3.0,3.0
472,472,National-Institute-of-Technology-Karnataka-Surathkal-3,What percent of South Indians are there in NIT Surathkal?,3,1,3/1,No,Followed,2019-06-09,https://www.quora.com/What-percent-of-South-Indians-are-there-in-NIT-Surathkal,The percentage cannot be said specifically as it varies depending on the candidates qualifying the JEE from different states . But 50%seats are reserved for home state quota. ,0.0,Neutral,3.0,0.04838709677419355,1,3.0,3.0
473,473,National-Institute-of-Technology-Karnataka-Surathkal-3,"Which NIT is better for an MSc in Chemistry, Rourkela or Surathkal?",2,1,2/1,No,Followed,2019-06-09,https://www.quora.com/Which-NIT-is-better-for-an-MSc-in-Chemistry-Rourkela-or-Surathkal,The chemistry department of nit rourkela is very good. Dont know about surathkal…. ,0.24635,Positive,3.4927,0.03225806451612903,1,4.4927,3.4927
